UrzadzenieID,WersjaID,Aktywne,dataOstatniejModyfikacji,dataWygasniecia,UrzadzenieID,Szerokosc,Dlugosc,rTimeAggregate
1,11,False,09/07/2026 16:49:35,09/07/2026 16:49:35,1,49.12,14.51,-14.29
1,12,False,09/07/2026 16:49:35,09/07/2026 16:49:35,1,49.12,14.51,-14.29
1,13,False,09/07/2026 16:49:35,09/07/2026 16:49:36,1,49.12,14.51,-14.29
1,14,False,09/07/2026 16:49:36,09/07/2026 16:49:36,1,49.12,14.51,-14.29
1,15,False,09/07/2026 16:49:36,09/07/2026 16:49:37,1,49.12,14.51,-14.29
1,16,False,09/07/2026 16:49:37,09/07/2026 16:49:37,1,49.12,14.51,-14.29
1,17,False,09/07/2026 16:49:37,09/07/2026 16:49:38,1,49.12,14.51,-14.29
1,18,False,09/07/2026 16:49:38,09/07/2026 16:49:38,1,49.12,14.51,-14.29
1,19,False,09/07/2026 16:49:38,09/07/2026 16:49:39,1,49.12,14.51,-14.29
1,20,False,09/07/2026 16:49:39,09/07/2026 16:49:40,1,49.12,14.51,-14.29
1,21,False,09/07/2026 16:49:40,09/07/2026 16:49:41,1,49.12,14.51,-14.29
1,22,False,09/07/2026 16:49:41,09/07/2026 16:49:41,1,49.12,14.51,-14.29
1,23,False,09/07/2026 16:49:41,09/07/2026 16:49:43,1,49.12,14.51,-14.29
1,24,False,09/07/2026 16:49:43,09/07/2026 16:49:43,1,49.12,14.51,-14.29
1,25,False,09/07/2026 16:49:43,09/07/2026 16:49:45,1,49.12,14.51,-14.29
1,26,False,09/07/2026 16:49:45,09/07/2026 16:49:45,1,49.12,14.51,-14.29
1,27,False,09/07/2026 16:49:45,09/07/2026 16:49:48,1,49.12,14.51,-14.29
1,28,False,09/07/2026 16:49:48,09/07/2026 16:49:49,1,49.12,14.51,-14.29
1,29,True,09/07/2026 16:49:49,12/31/9999 23:59:59,1,49.12,14.51,-14.29
2,0,False,09/07/2026 16:49:34,09/07/2026 16:49:34,2,51.10,22.11,38.44
2,1,False,09/07/2026 16:49:34,09/07/2026 16:49:34,2,51.10,22.11,38.44
2,2,False,09/07/2026 16:49:34,09/07/2026 16:49:34,2,51.10,22.11,38.44
2,3,False,09/07/2026 16:49:34,09/07/2026 16:49:34,2,51.10,22.11,38.44
2,4,False,09/07/2026 16:49:34,09/07/2026 16:49:34,2,51.10,22.11,38.44
2,5,False,09/07/2026 16:49:34,09/07/2026 16:49:34,2,51.10,22.11,38.44
2,6,False,09/07/2026 16:49:34,09/07/2026 16:49:35,2,51.10,22.11,38.44
2,7,False,09/07/2026 16:49:35,09/07/2026 16:49:35,2,51.10,22.11,38.44
2,8,False,09/07/2026 16:49:35,09/07/2026 16:49:35,2,51.10,22.11,38.44
2,9,False,09/07/2026 16:49:35,09/07/2026 16:49:35,2,51.10,22.11,38.44
2,10,False,09/07/2026 16:49:35,09/07/2026 16:49:35,2,51.10,22.11,38.44
2,11,False,09/07/2026 16:49:35,09/07/2026 16:49:36,2,51.10,22.11,38.44
2,12,False,09/07/2026 16:49:36,09/07/2026 16:49:36,2,51.10,22.11,38.44
2,13,False,09/07/2026 16:49:36,09/07/2026 16:49:37,2,51.10,22.11,38.44
2,14,False,09/07/2026 16:49:37,09/07/2026 16:49:37,2,51.10,22.11,38.44
2,15,False,09/07/2026 16:49:37,09/07/2026 16:49:38,2,51.10,22.11,38.44
2,16,False,09/07/2026 16:49:38,09/07/2026 16:49:38,2,51.10,22.11,38.44
2,17,False,09/07/2026 16:49:38,09/07/2026 16:49:39,2,51.10,22.11,38.44
2,18,False,09/07/2026 16:49:39,09/07/2026 16:49:40,2,51.10,22.11,38.44
2,19,False,09/07/2026 16:49:40,09/07/2026 16:49:41,2,51.10,22.11,38.44
2,20,False,09/07/2026 16:49:41,09/07/2026 16:49:41,2,51.10,22.11,38.44
2,21,False,09/07/2026 16:49:41,09/07/2026 16:49:43,2,51.10,22.11,38.44
2,22,False,09/07/2026 16:49:43,09/07/2026 16:49:43,2,51.10,22.11,38.44
2,23,False,09/07/2026 16:49:43,09/07/2026 16:49:45,2,51.10,22.11,38.44
2,24,False,09/07/2026 16:49:45,09/07/2026 16:49:45,2,51.10,22.11,38.44
2,25,False,09/07/2026 16:49:45,09/07/2026 16:49:48,2,51.10,22.11,38.44
2,26,False,09/07/2026 16:49:48,09/07/2026 16:49:49,2,51.10,22.11,38.44
2,27,True,09/07/2026 16:49:49,12/31/9999 23:59:59,2,51.10,22.11,38.44
3,0,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,1,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,2,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,3,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,4,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,5,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,6,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,7,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,8,False,09/07/2026 16:49:34,09/07/2026 16:49:34,3,52.01,14.14,10.82
3,9,False,09/07/2026 16:49:34,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,10,False,09/07/2026 16:49:35,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,11,False,09/07/2026 16:49:35,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,12,False,09/07/2026 16:49:35,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,13,False,09/07/2026 16:49:35,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,14,False,09/07/2026 16:49:35,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,15,False,09/07/2026 16:49:35,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,16,False,09/07/2026 16:49:35,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,17,False,09/07/2026 16:49:35,09/07/2026 16:49:35,3,52.01,14.14,10.82
3,18,False,09/07/2026 16:49:35,09/07/2026 16:49:36,3,52.01,14.14,10.82
3,19,False,09/07/2026 16:49:36,09/07/2026 16:49:36,3,52.01,14.14,10.82
3,20,False,09/07/2026 16:49:36,09/07/2026 16:49:36,3,52.01,14.14,10.82
3,21,False,09/07/2026 16:49:36,09/07/2026 16:49:37,3,52.01,14.14,10.82
3,22,False,09/07/2026 16:49:37,09/07/2026 16:49:37,3,52.01,14.14,10.82
3,23,False,09/07/2026 16:49:37,09/07/2026 16:49:37,3,52.01,14.14,10.82
3,24,False,09/07/2026 16:49:37,09/07/2026 16:49:38,3,52.01,14.14,10.82
3,25,False,09/07/2026 16:49:38,09/07/2026 16:49:38,3,52.01,14.14,10.82
3,26,False,09/07/2026 16:49:38,09/07/2026 16:49:38,3,52.01,14.14,10.82
3,27,False,09/07/2026 16:49:38,09/07/2026 16:49:39,3,52.01,14.14,10.82
3,28,False,09/07/2026 16:49:39,09/07/2026 16:49:40,3,52.01,14.14,10.82
3,29,False,09/07/2026 16:49:40,09/07/2026 16:49:40,3,52.01,14.14,10.82
3,30,False,09/07/2026 16:49:40,09/07/2026 16:49:41,3,52.01,14.14,10.82
3,31,False,09/07/2026 16:49:41,09/07/2026 16:49:41,3,52.01,14.14,10.82
3,32,False,09/07/2026 16:49:41,09/07/2026 16:49:41,3,52.01,14.14,10.82
3,33,False,09/07/2026 16:49:41,09/07/2026 16:49:43,3,52.01,14.14,10.82
3,34,False,09/07/2026 16:49:43,09/07/2026 16:49:43,3,52.01,14.14,10.82
3,35,False,09/07/2026 16:49:43,09/07/2026 16:49:43,3,52.01,14.14,10.82
3,36,False,09/07/2026 16:49:43,09/07/2026 16:49:45,3,52.01,14.14,10.82
3,37,False,09/07/2026 16:49:45,09/07/2026 16:49:45,3,52.01,14.14,10.82
3,38,False,09/07/2026 16:49:45,09/07/2026 16:49:45,3,52.01,14.14,10.82
3,39,False,09/07/2026 16:49:45,09/07/2026 16:49:48,3,52.01,14.14,10.82
3,40,False,09/07/2026 16:49:48,09/07/2026 16:49:49,3,52.01,14.14,10.82
3,41,False,09/07/2026 16:49:49,09/07/2026 16:49:49,3,52.01,14.14,10.82
3,42,True,09/07/2026 16:49:49,12/31/9999 23:59:59,3,52.01,14.14,10.82
4,0,False,09/07/2026 16:49:34,09/07/2026 16:49:34,4,52.16,22.32,2.49
4,1,False,09/07/2026 16:49:34,09/07/2026 16:49:34,4,52.16,22.32,2.49
4,2,False,09/07/2026 16:49:34,09/07/2026 16:49:34,4,52.16,22.32,2.49
4,3,False,09/07/2026 16:49:34,09/07/2026 16:49:34,4,52.16,22.32,2.49
4,4,False,09/07/2026 16:49:34,09/07/2026 16:49:34,4,52.16,22.32,2.49
4,5,False,09/07/2026 16:49:34,09/07/2026 16:49:34,4,52.16,22.32,2.49
4,6,False,09/07/2026 16:49:34,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,7,False,09/07/2026 16:49:35,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,8,False,09/07/2026 16:49:35,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,9,False,09/07/2026 16:49:35,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,10,False,09/07/2026 16:49:35,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,11,False,09/07/2026 16:49:35,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,12,False,09/07/2026 16:49:35,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,13,False,09/07/2026 16:49:35,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,14,False,09/07/2026 16:49:35,09/07/2026 16:49:35,4,52.16,22.32,2.49
4,15,False,09/07/2026 16:49:35,09/07/2026 16:49:36,4,52.16,22.32,2.49
4,16,False,09/07/2026 16:49:36,09/07/2026 16:49:36,4,52.16,22.32,2.49
4,17,False,09/07/2026 16:49:36,09/07/2026 16:49:36,4,52.16,22.32,2.49
4,18,False,09/07/2026 16:49:36,09/07/2026 16:49:37,4,52.16,22.32,2.49
4,19,False,09/07/2026 16:49:37,09/07/2026 16:49:37,4,52.16,22.32,2.49
4,20,False,09/07/2026 16:49:37,09/07/2026 16:49:37,4,52.16,22.32,2.49
4,21,False,09/07/2026 16:49:37,09/07/2026 16:49:38,4,52.16,22.32,2.49
4,22,False,09/07/2026 16:49:38,09/07/2026 16:49:38,4,52.16,22.32,2.49
4,23,False,09/07/2026 16:49:38,09/07/2026 16:49:38,4,52.16,22.32,2.49
4,24,False,09/07/2026 16:49:38,09/07/2026 16:49:39,4,52.16,22.32,2.49
4,25,False,09/07/2026 16:49:39,09/07/2026 16:49:40,4,52.16,22.32,2.49
4,26,False,09/07/2026 16:49:40,09/07/2026 16:49:40,4,52.16,22.32,2.49
4,27,False,09/07/2026 16:49:40,09/07/2026 16:49:41,4,52.16,22.32,2.49
4,28,False,09/07/2026 16:49:41,09/07/2026 16:49:41,4,52.16,22.32,2.49
4,29,False,09/07/2026 16:49:41,09/07/2026 16:49:41,4,52.16,22.32,2.49
4,30,False,09/07/2026 16:49:41,09/07/2026 16:49:43,4,52.16,22.32,2.49
4,31,False,09/07/2026 16:49:43,09/07/2026 16:49:43,4,52.16,22.32,2.49
4,32,False,09/07/2026 16:49:43,09/07/2026 16:49:43,4,52.16,22.32,2.49
4,33,False,09/07/2026 16:49:43,09/07/2026 16:49:45,4,52.16,22.32,2.49
4,34,False,09/07/2026 16:49:45,09/07/2026 16:49:45,4,52.16,22.32,2.49
4,35,False,09/07/2026 16:49:45,09/07/2026 16:49:45,4,52.16,22.32,2.49
4,36,False,09/07/2026 16:49:45,09/07/2026 16:49:48,4,52.16,22.32,2.49
4,37,False,09/07/2026 16:49:48,09/07/2026 16:49:49,4,52.16,22.32,2.49
4,38,False,09/07/2026 16:49:49,09/07/2026 16:49:49,4,52.16,22.32,2.49
4,39,True,09/07/2026 16:49:49,12/31/9999 23:59:59,4,52.16,22.32,2.49
5,0,False,09/07/2026 16:49:34,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,1,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,2,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,3,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,4,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,5,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,6,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,7,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,8,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,9,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,10,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,11,False,09/07/2026 16:49:35,09/07/2026 16:49:35,5,53.26,19.24,7.30
5,12,False,09/07/2026 16:49:35,09/07/2026 16:49:36,5,53.26,19.24,7.30
5,13,False,09/07/2026 16:49:36,09/07/2026 16:49:36,5,53.26,19.24,7.30
5,14,False,09/07/2026 16:49:36,09/07/2026 16:49:36,5,53.26,19.24,7.30
5,15,False,09/07/2026 16:49:36,09/07/2026 16:49:37,5,53.26,19.24,7.30
5,16,False,09/07/2026 16:49:37,09/07/2026 16:49:37,5,53.26,19.24,7.30
5,17,False,09/07/2026 16:49:37,09/07/2026 16:49:37,5,53.26,19.24,7.30
5,18,False,09/07/2026 16:49:37,09/07/2026 16:49:38,5,53.26,19.24,7.30
5,19,False,09/07/2026 16:49:38,09/07/2026 16:49:38,5,53.26,19.24,7.30
5,20,False,09/07/2026 16:49:38,09/07/2026 16:49:38,5,53.26,19.24,7.30
5,21,False,09/07/2026 16:49:38,09/07/2026 16:49:39,5,53.26,19.24,7.30
5,22,False,09/07/2026 16:49:39,09/07/2026 16:49:40,5,53.26,19.24,7.30
5,23,False,09/07/2026 16:49:40,09/07/2026 16:49:40,5,53.26,19.24,7.30
5,24,False,09/07/2026 16:49:40,09/07/2026 16:49:41,5,53.26,19.24,7.30
5,25,False,09/07/2026 16:49:41,09/07/2026 16:49:41,5,53.26,19.24,7.30
5,26,False,09/07/2026 16:49:41,09/07/2026 16:49:41,5,53.26,19.24,7.30
5,27,False,09/07/2026 16:49:41,09/07/2026 16:49:43,5,53.26,19.24,7.30
5,28,False,09/07/2026 16:49:43,09/07/2026 16:49:43,5,53.26,19.24,7.30
5,29,False,09/07/2026 16:49:43,09/07/2026 16:49:43,5,53.26,19.24,7.30
5,30,False,09/07/2026 16:49:43,09/07/2026 16:49:45,5,53.26,19.24,7.30
5,31,False,09/07/2026 16:49:45,09/07/2026 16:49:45,5,53.26,19.24,7.30
5,32,False,09/07/2026 16:49:45,09/07/2026 16:49:45,5,53.26,19.24,7.30
5,33,False,09/07/2026 16:49:45,09/07/2026 16:49:48,5,53.26,19.24,7.30
5,34,False,09/07/2026 16:49:48,09/07/2026 16:49:49,5,53.26,19.24,7.30
5,35,False,09/07/2026 16:49:49,09/07/2026 16:49:49,5,53.26,19.24,7.30
5,36,True,09/07/2026 16:49:49,12/31/9999 23:59:59,5,53.26,19.24,7.30
6,0,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,1,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,2,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,3,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,4,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,5,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,6,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,7,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,8,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,9,False,09/07/2026 16:49:35,09/07/2026 16:49:35,6,49.46,15.41,-2.47
6,10,False,09/07/2026 16:49:35,09/07/2026 16:49:36,6,49.46,15.41,-2.47
6,11,False,09/07/2026 16:49:36,09/07/2026 16:49:36,6,49.46,15.41,-2.47
6,12,False,09/07/2026 16:49:36,09/07/2026 16:49:36,6,49.46,15.41,-2.47
6,13,False,09/07/2026 16:49:36,09/07/2026 16:49:37,6,49.46,15.41,-2.47
6,14,False,09/07/2026 16:49:37,09/07/2026 16:49:37,6,49.46,15.41,-2.47
6,15,False,09/07/2026 16:49:37,09/07/2026 16:49:37,6,49.46,15.41,-2.47
6,16,False,09/07/2026 16:49:37,09/07/2026 16:49:38,6,49.46,15.41,-2.47
6,17,False,09/07/2026 16:49:38,09/07/2026 16:49:38,6,49.46,15.41,-2.47
6,18,False,09/07/2026 16:49:38,09/07/2026 16:49:38,6,49.46,15.41,-2.47
6,19,False,09/07/2026 16:49:38,09/07/2026 16:49:39,6,49.46,15.41,-2.47
6,20,False,09/07/2026 16:49:39,09/07/2026 16:49:40,6,49.46,15.41,-2.47
6,21,False,09/07/2026 16:49:40,09/07/2026 16:49:40,6,49.46,15.41,-2.47
6,22,False,09/07/2026 16:49:40,09/07/2026 16:49:41,6,49.46,15.41,-2.47
6,23,False,09/07/2026 16:49:41,09/07/2026 16:49:41,6,49.46,15.41,-2.47
6,24,False,09/07/2026 16:49:41,09/07/2026 16:49:41,6,49.46,15.41,-2.47
6,25,False,09/07/2026 16:49:41,09/07/2026 16:49:43,6,49.46,15.41,-2.47
6,26,False,09/07/2026 16:49:43,09/07/2026 16:49:43,6,49.46,15.41,-2.47
6,27,False,09/07/2026 16:49:43,09/07/2026 16:49:43,6,49.46,15.41,-2.47
6,28,False,09/07/2026 16:49:43,09/07/2026 16:49:45,6,49.46,15.41,-2.47
6,29,False,09/07/2026 16:49:45,09/07/2026 16:49:45,6,49.46,15.41,-2.47
6,30,False,09/07/2026 16:49:45,09/07/2026 16:49:45,6,49.46,15.41,-2.47
6,31,False,09/07/2026 16:49:45,09/07/2026 16:49:48,6,49.46,15.41,-2.47
6,32,False,09/07/2026 16:49:48,09/07/2026 16:49:49,6,49.46,15.41,-2.47
6,33,False,09/07/2026 16:49:49,09/07/2026 16:49:49,6,49.46,15.41,-2.47
6,34,True,09/07/2026 16:49:49,12/31/9999 23:59:59,6,49.46,15.41,-2.47
7,0,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,1,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,2,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,3,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,4,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,5,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,6,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,7,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,8,False,09/07/2026 16:49:35,09/07/2026 16:49:35,7,53.00,23.15,5.96
7,9,False,09/07/2026 16:49:35,09/07/2026 16:49:36,7,53.00,23.15,5.96
7,10,False,09/07/2026 16:49:36,09/07/2026 16:49:36,7,53.00,23.15,5.96
7,11,False,09/07/2026 16:49:36,09/07/2026 16:49:36,7,53.00,23.15,5.96
7,12,False,09/07/2026 16:49:36,09/07/2026 16:49:37,7,53.00,23.15,5.96
7,13,False,09/07/2026 16:49:37,09/07/2026 16:49:37,7,53.00,23.15,5.96
7,14,False,09/07/2026 16:49:37,09/07/2026 16:49:37,7,53.00,23.15,5.96
7,15,False,09/07/2026 16:49:37,09/07/2026 16:49:38,7,53.00,23.15,5.96
7,16,False,09/07/2026 16:49:38,09/07/2026 16:49:38,7,53.00,23.15,5.96
7,17,False,09/07/2026 16:49:38,09/07/2026 16:49:38,7,53.00,23.15,5.96
7,18,False,09/07/2026 16:49:38,09/07/2026 16:49:39,7,53.00,23.15,5.96
7,19,False,09/07/2026 16:49:39,09/07/2026 16:49:40,7,53.00,23.15,5.96
7,20,False,09/07/2026 16:49:40,09/07/2026 16:49:40,7,53.00,23.15,5.96
7,21,False,09/07/2026 16:49:40,09/07/2026 16:49:41,7,53.00,23.15,5.96
7,22,False,09/07/2026 16:49:41,09/07/2026 16:49:41,7,53.00,23.15,5.96
7,23,False,09/07/2026 16:49:41,09/07/2026 16:49:41,7,53.00,23.15,5.96
7,24,False,09/07/2026 16:49:41,09/07/2026 16:49:43,7,53.00,23.15,5.96
7,25,False,09/07/2026 16:49:43,09/07/2026 16:49:43,7,53.00,23.15,5.96
7,26,False,09/07/2026 16:49:43,09/07/2026 16:49:43,7,53.00,23.15,5.96
7,27,False,09/07/2026 16:49:43,09/07/2026 16:49:45,7,53.00,23.15,5.96
7,28,False,09/07/2026 16:49:45,09/07/2026 16:49:45,7,53.00,23.15,5.96
7,29,False,09/07/2026 16:49:45,09/07/2026 16:49:45,7,53.00,23.15,5.96
7,30,False,09/07/2026 16:49:45,09/07/2026 16:49:48,7,53.00,23.15,5.96
7,31,False,09/07/2026 16:49:48,09/07/2026 16:49:49,7,53.00,23.15,5.96
7,32,False,09/07/2026 16:49:49,09/07/2026 16:49:49,7,53.00,23.15,5.96
7,33,True,09/07/2026 16:49:49,12/31/9999 23:59:59,7,53.00,23.15,5.96
8,0,False,09/07/2026 16:49:35,09/07/2026 16:49:35,8,54.42,15.22,-5.55
8,1,False,09/07/2026 16:49:35,09/07/2026 16:49:35,8,54.42,15.22,-5.55
8,2,False,09/07/2026 16:49:35,09/07/2026 16:49:35,8,54.42,15.22,-5.55
8,3,False,09/07/2026 16:49:35,09/07/2026 16:49:35,8,54.42,15.22,-5.55
8,4,False,09/07/2026 16:49:35,09/07/2026 16:49:35,8,54.42,15.22,-5.55
8,5,False,09/07/2026 16:49:35,09/07/2026 16:49:35,8,54.42,15.22,-5.55
8,6,False,09/07/2026 16:49:35,09/07/2026 16:49:35,8,54.42,15.22,-5.55
8,7,False,09/07/2026 16:49:35,09/07/2026 16:49:36,8,54.42,15.22,-5.55
8,8,False,09/07/2026 16:49:36,09/07/2026 16:49:36,8,54.42,15.22,-5.55
8,9,False,09/07/2026 16:49:36,09/07/2026 16:49:36,8,54.42,15.22,-5.55
8,10,False,09/07/2026 16:49:36,09/07/2026 16:49:37,8,54.42,15.22,-5.55
8,11,False,09/07/2026 16:49:37,09/07/2026 16:49:37,8,54.42,15.22,-5.55
8,12,False,09/07/2026 16:49:37,09/07/2026 16:49:37,8,54.42,15.22,-5.55
8,13,False,09/07/2026 16:49:37,09/07/2026 16:49:38,8,54.42,15.22,-5.55
8,14,False,09/07/2026 16:49:38,09/07/2026 16:49:38,8,54.42,15.22,-5.55
8,15,False,09/07/2026 16:49:38,09/07/2026 16:49:38,8,54.42,15.22,-5.55
8,16,False,09/07/2026 16:49:38,09/07/2026 16:49:39,8,54.42,15.22,-5.55
8,17,False,09/07/2026 16:49:39,09/07/2026 16:49:40,8,54.42,15.22,-5.55
