UrzadzenieID,Szerokosc,Dlugosc
248,52.26,19.09
249,49.19,18.29
250,51.08,16.18
251,49.11,14.08
252,54.32,19.23
253,53.28,15.25
254,50.30,18.07
255,52.45,17.49
256,50.06,20.33
257,54.40,22.47
258,49.17,22.52
259,53.45,19.12
260,51.44,20.11
261,49.06,19.48
262,51.22,20.53
263,49.31,23.09
264,50.47,16.13
265,50.30,21.22
266,51.41,23.44
267,54.21,19.16
268,49.02,22.47
269,54.06,21.37
270,52.42,20.16
271,54.23,14.11
272,51.12,19.28
273,53.53,22.21
274,54.39,21.50
275,53.54,15.33
276,54.09,22.58
277,50.06,16.52
278,53.04,20.31
279,49.13,23.38
280,50.25,23.10
281,52.15,23.28
282,52.20,21.35
283,53.54,17.08
284,51.58,16.34
285,51.43,23.50
286,53.06,14.46
287,54.15,23.47
288,51.06,16.28
289,53.50,21.32
290,51.34,20.45
291,50.46,14.53
292,49.00,17.30
293,50.18,20.24
294,50.07,14.52
295,51.34,23.15
296,52.16,16.49
297,49.32,19.20
298,53.49,23.37
299,49.29,19.42
300,54.08,14.10
301,51.53,20.41
302,54.24,18.21
303,52.25,21.10
304,54.22,21.25
305,52.43,23.32
306,49.43,18.39
307,50.02,15.07
308,52.10,20.12
309,53.47,17.09
310,50.38,15.48
311,53.11,18.39
312,54.09,17.18
313,49.56,17.18
314,51.21,18.13
315,54.44,18.10
316,51.08,19.38
317,50.13,18.38
318,50.16,20.27
319,52.34,17.18
320,54.27,15.27
321,54.47,20.15
322,50.30,22.53
323,53.53,23.37
324,50.23,22.11
325,49.34,23.44
326,54.12,22.43
327,49.54,14.30
328,54.14,14.46
329,50.40,15.25
330,51.26,17.17
331,50.08,22.24
332,53.11,19.57
333,53.48,14.45
334,54.26,22.19
335,54.04,14.54
336,53.31,23.19
337,51.32,19.20
338,53.24,15.15
339,52.03,14.22
340,50.55,22.50
341,49.08,15.27
342,49.00,19.21
343,51.31,14.30
344,54.01,19.21
345,52.32,14.09
346,50.37,15.55
347,53.31,17.48
348,49.52,20.45
349,54.38,18.41
350,49.54,14.42
351,52.22,16.08
352,51.43,17.52
353,49.34,22.22
354,52.48,17.18
355,51.54,14.46
356,54.15,14.43
357,53.40,23.08
358,53.28,21.37
359,54.04,23.52
360,54.05,15.57
361,50.46,23.17
362,51.54,14.46
363,50.20,19.50
364,52.33,16.57
365,53.33,17.35
366,54.19,19.47
367,54.38,19.19
368,52.23,18.22
369,52.08,15.55
370,50.45,18.55
371,53.57,20.40
372,50.02,20.44
373,53.47,18.21
374,52.02,19.58
375,50.32,16.08
376,50.53,17.20
377,53.19,23.42
378,49.15,23.20
379,49.22,14.57
380,52.33,20.46
381,51.55,22.50
382,54.02,23.56
383,52.49,14.21
384,54.02,20.16
385,50.13,14.40
386,52.34,22.08
387,53.51,22.19
388,52.56,15.51
389,52.15,15.37
390,52.21,14.10
391,50.48,17.34
392,51.17,16.44
393,53.11,23.37
394,52.56,20.41
395,51.04,22.15
396,53.24,23.32
397,52.04,22.49
398,49.01,20.11
399,49.40,16.39
400,49.23,23.33
401,52.00,16.21
402,49.44,19.13
403,54.49,14.54
404,52.47,14.19
405,52.38,22.45
406,52.06,17.49
407,52.02,17.35
408,49.04,21.57
409,49.37,18.55
410,54.04,21.28
411,51.55,22.26
412,51.14,18.13
413,50.01,18.07
414,51.28,15.55
415,49.08,19.41
416,49.36,20.14
417,49.13,16.44
418,51.17,20.38
419,53.52,17.40
420,49.33,16.31
421,49.15,18.40
422,49.23,18.33
423,52.12,14.39
424,49.03,17.42
425,49.27,19.55
426,51.20,20.20
427,50.43,18.50
428,53.35,23.33
429,52.44,15.54
430,53.13,21.30
431,50.13,19.35
432,54.39,16.11
433,53.22,19.38
434,50.33,19.48
435,50.56,14.34
436,49.29,17.39
437,54.01,22.56
438,51.37,17.26
439,52.23,18.34
440,49.15,20.34
441,52.51,23.29
442,49.27,15.46
443,53.33,23.44
444,51.19,18.19
445,52.09,19.51
446,52.06,21.47
447,51.19,22.33
448,51.25,23.22
449,52.34,18.49
450,53.38,16.56
451,52.18,16.30
452,52.35,21.49
453,51.42,21.36
454,51.47,15.50
455,53.26,17.47
456,49.03,22.14
457,52.42,23.57
458,51.45,21.23
459,50.25,22.52
460,51.30,16.42
461,49.36,21.09
462,50.13,22.21
463,49.22,21.49
464,49.37,14.18
465,54.43,18.39
466,50.09,18.33
467,51.24,22.45
468,52.10,15.27
469,53.19,16.08
470,52.02,19.41
471,50.48,15.38
472,49.19,15.19
473,49.37,20.13
474,53.14,18.26
475,53.55,16.40
476,51.02,14.33
477,50.58,21.36
478,53.54,22.57
479,49.12,18.55
480,51.11,22.32
481,50.54,20.23
482,53.39,21.21
483,52.19,23.17
484,53.55,17.31
485,50.17,21.31
486,52.26,20.44
487,54.00,17.25
488,53.56,18.44
489,49.04,15.18
490,50.14,22.10
491,54.18,19.39
492,50.13,16.24
493,50.58,16.18
494,51.08,20.53
495,52.55,16.16
496,49.24,19.35
497,50.32,22.24
498,51.33,15.43
499,49.30,18.11
500,54.42,20.48
501,53.35,20.13
502,52.12,17.50
503,54.34,15.58
504,53.38,14.58
505,52.57,21.45
506,52.50,23.10
507,49.21,20.38
508,49.36,14.54
509,53.44,22.14
510,53.33,19.30
511,52.40,18.38
512,49.40,14.11
513,54.23,22.42
514,54.10,18.58
515,54.01,14.40
516,54.17,18.17
517,50.36,15.27
518,52.21,14.09
519,52.37,14.54
520,52.58,19.14
521,50.10,23.46
522,51.29,15.39
523,54.27,21.20
524,51.24,14.08
525,53.24,22.35
526,49.52,16.08
527,53.18,17.58
528,54.05,21.22
529,54.44,15.19
530,53.47,19.21
531,54.05,15.08
532,49.58,19.16
533,49.30,21.10
534,51.11,15.51
535,49.52,19.29
536,53.19,22.18
537,52.01,18.17
538,50.57,22.33
539,53.11,22.29
540,50.41,22.41
541,54.10,19.10
542,52.29,19.49
543,53.16,19.17
544,52.53,23.14
545,52.07,23.31
546,49.15,15.51
547,51.19,17.29
548,52.14,21.29
549,50.51,17.57
550,53.28,19.58
551,53.40,20.38
552,49.36,23.34
553,53.13,21.38
554,53.23,22.10
555,49.55,19.49
556,51.20,15.31
557,49.40,21.36
558,51.19,16.29
559,51.35,20.09
560,54.32,14.41
561,54.39,22.26
562,49.21,20.47
563,53.56,14.36
564,50.21,15.41
565,51.58,23.32
566,51.36,23.55
567,52.25,17.34
568,54.00,19.12
569,54.42,22.41
570,50.16,17.42
571,50.41,16.53
572,54.00,14.13
573,51.28,20.31
574,53.03,18.10
575,50.37,20.51
576,50.27,15.21
577,53.55,22.28
578,51.03,19.39
579,49.49,18.29
580,51.10,16.42
581,50.38,23.33
582,54.15,14.56
583,50.54,16.41
584,54.22,22.08
585,53.58,14.25
586,51.30,18.11
587,52.16,14.58
588,54.18,14.37
589,52.31,14.20
590,54.24,23.56
591,54.06,14.19
592,52.20,23.58
593,50.16,20.35
594,51.10,17.31
595,53.01,15.58
596,53.32,20.37
597,54.27,19.18
598,49.03,22.11
599,50.02,14.33
600,50.07,19.14
601,50.43,20.58
602,54.16,14.55
603,53.53,20.39
604,49.48,19.30
605,49.01,18.09
606,51.35,21.18
607,54.19,22.45
608,51.41,22.37
609,51.24,16.42
610,49.37,16.45
611,49.15,16.33
612,49.06,14.08
613,53.20,16.10
614,53.34,16.45
615,51.49,16.30
616,49.30,19.36
617,51.58,20.55
618,53.44,15.07
619,50.46,22.27
620,54.28,18.36
621,52.50,21.30
622,53.26,23.57
623,54.23,20.26
624,49.25,16.37
625,49.41,14.34
626,53.29,22.51
627,49.36,21.29
628,49.55,20.27
629,50.56,21.13
630,49.21,21.47
631,54.07,16.13
632,54.28,17.57
633,54.36,14.14
634,49.31,16.23
635,51.04,23.48
636,54.37,20.26
637,50.39,22.10
638,50.38,15.30
639,53.19,23.50
640,54.07,21.11
641,50.29,15.37
642,54.29,23.24
643,51.07,16.50
644,53.49,20.33
645,54.49,15.53
646,51.53,21.32
647,49.58,14.51
648,50.23,19.15
649,50.08,19.15
650,51.19,18.47
651,53.15,22.08
652,53.32,14.58
653,53.24,22.50
654,54.27,17.09
655,50.17,14.46
656,49.20,20.38
657,51.03,18.16
658,53.41,18.19
659,52.48,20.35
660,52.28,14.26
661,49.47,15.28
662,49.32,17.42
663,50.43,23.38
664,54.10,21.34
665,52.48,21.50
666,49.57,15.12
667,49.54,21.11
668,51.19,18.17
669,49.07,23.33
670,51.50,18.36
671,53.16,19.41
672,51.44,17.44
673,50.09,18.12
674,49.29,15.25
675,51.16,23.19
676,51.13,22.29
677,49.23,15.13
678,50.06,17.38
679,51.43,15.32
680,50.27,19.47
681,53.39,16.39
682,49.04,14.56
683,53.54,18.20
684,54.00,14.07
685,54.34,17.40
686,52.58,23.27
687,53.25,20.20
688,49.20,17.30
689,51.10,23.15
690,53.07,23.32
691,53.44,23.37
692,51.10,19.29
693,54.30,22.16
694,54.26,23.53
695,53.15,14.52
696,52.23,21.30
697,52.07,14.30
698,54.46,18.26
699,52.30,16.42
700,52.15,14.57
701,53.29,18.34
702,53.21,21.12
703,53.15,21.54
704,52.18,22.39
705,52.05,23.43
706,50.46,19.08
707,53.32,16.26
708,50.56,23.42
709,51.25,16.57
710,49.23,15.16
711,51.21,19.24
712,49.31,14.54
713,54.03,21.24
714,52.08,18.41
715,49.38,23.37
716,54.37,19.11
717,54.38,18.17
718,53.35,15.46
719,53.32,17.42
720,49.00,18.48
721,54.41,14.54
722,53.31,21.28
723,54.36,21.12
724,51.28,21.42
725,53.49,20.11
726,51.58,17.49
727,54.43,15.16
728,54.07,15.18
729,49.21,17.41
730,54.24,17.07
731,52.49,17.16
732,50.13,16.20
733,49.06,16.31
734,52.12,15.20
735,52.44,23.40
736,53.26,18.20
737,52.52,14.58
738,54.30,22.20
739,50.11,14.32
740,54.18,21.58
741,54.16,14.23
742,51.48,21.41
743,53.06,22.17
744,49.03,20.28
745,49.42,23.18
746,49.50,21.42
747,52.57,20.12
748,50.57,17.34
749,52.30,23.39
750,49.47,20.33
751,51.29,17.07
752,50.18,14.27
753,50.30,23.27
754,54.26,18.53
755,54.49,19.28
756,50.10,15.17
757,54.25,18.32
758,49.15,15.14
759,54.25,17.37
760,51.41,16.29
761,53.32,23.38
762,53.47,14.33
763,49.04,14.18
764,52.39,18.49
765,51.52,19.38
766,50.04,18.20
767,49.12,14.20
768,53.00,14.55
769,51.32,19.54
770,52.17,15.54
771,49.39,18.20
772,54.25,16.19
773,50.26,17.46
774,50.52,18.57
775,49.05,19.56
776,54.31,20.55
777,50.42,20.07
778,51.00,14.37
779,51.28,22.18
780,54.45,18.53
781,53.34,15.52
782,53.18,16.52
783,52.45,22.58
784,53.51,17.42
785,50.39,20.49
786,53.06,16.45
787,51.14,22.40
788,50.26,23.57
789,53.10,17.26
790,53.14,22.34
791,49.45,20.09
792,51.26,14.21
793,49.28,21.07
794,49.37,15.47
795,54.30,18.29
796,50.16,23.27
797,51.13,16.08
798,49.51,22.18
799,49.28,17.14
800,52.11,19.20
801,54.15,23.44
802,51.20,14.34
803,51.52,16.42
804,54.16,21.17
805,54.47,23.14
806,49.48,21.52
807,53.51,16.14
808,49.26,22.54
809,49.09,21.56
810,53.23,23.19
811,50.06,16.47
812,49.41,21.16
813,53.03,20.14
814,53.21,16.22
815,52.36,14.11
816,50.34,16.51
817,49.06,15.58
818,53.16,23.51
819,54.15,14.46
820,49.07,18.39
821,50.04,23.50
822,50.56,23.12
823,53.25,19.51
824,54.09,18.38
825,52.34,17.58
826,51.49,18.15
827,53.18,15.25
828,50.43,23.07
829,49.15,15.58
830,54.01,19.22
831,49.06,17.34
832,49.13,21.54
833,54.42,21.54
834,51.47,18.42
835,54.40,23.13
836,52.42,18.26
837,49.11,21.46
838,51.47,17.35
839,54.30,16.10
840,50.43,15.52
841,49.43,20.57
842,50.02,18.45
843,53.36,20.08
844,49.39,18.43
845,49.41,14.37
846,51.05,19.16
847,49.19,20.11
848,50.20,17.36
849,53.06,17.38
850,54.14,17.21
851,50.41,21.16
852,53.54,21.41
853,53.51,16.41
854,49.47,23.43
855,49.30,14.38
856,49.22,17.48
857,51.32,17.10
858,49.54,22.18
859,51.12,21.33
860,54.10,21.44
861,54.10,17.55
862,51.47,23.30
863,54.21,22.33
864,49.54,21.26
865,54.03,17.10
866,49.38,16.43
867,50.43,21.14
868,50.21,18.53
869,51.28,18.45
870,49.27,18.14
871,51.29,21.16
872,51.17,20.55
873,49.10,22.09
874,53.48,16.29
875,53.44,14.24
876,52.52,15.54
877,54.17,19.19
878,50.27,21.17
879,54.01,16.37
880,53.02,20.14
881,49.22,20.14
882,54.17,14.22
883,50.19,19.22
884,49.42,16.37
885,54.02,16.49
886,50.26,22.49
887,53.06,15.57
888,50.50,23.35
889,51.56,16.41
890,49.17,15.44
891,51.53,17.40
892,53.29,17.21
893,51.17,18.58
894,54.15,15.48
895,51.10,23.08
896,50.27,15.31
897,49.07,17.38
898,49.30,22.48
899,54.21,14.36
900,49.48,16.09
901,49.26,17.56
902,53.21,19.30
903,52.03,20.13
904,54.37,19.55
905,49.31,14.53
906,50.03,19.18
907,50.47,17.28
908,51.00,20.52
909,53.24,22.38
910,54.15,22.30
911,54.18,15.53
912,54.35,16.22
913,50.58,20.15
914,52.47,18.17
915,52.29,16.12
916,49.22,18.17
917,51.39,17.24
918,51.18,18.55
919,53.20,23.11
920,53.14,15.36
921,52.43,17.17
922,54.25,20.13
923,49.48,21.17
924,53.58,18.50
925,54.34,15.57
926,49.08,16.24
927,50.41,15.18
928,52.20,19.31
929,53.58,16.57
930,52.56,18.23
931,49.58,17.44
932,49.16,20.35
933,49.11,22.47
934,53.29,19.35
935,51.55,14.11
936,51.50,16.41
937,52.43,21.37
938,50.21,16.51
939,51.42,21.53
940,51.25,23.58
941,51.09,19.21
942,53.11,21.47
943,50.16,14.41
944,52.03,16.43
945,53.14,18.08
946,49.05,22.37
947,49.20,23.48
948,51.45,19.49
949,54.23,14.07
950,54.43,20.33
951,54.18,17.55
952,52.42,16.39
953,49.29,22.17
954,50.54,18.42
955,52.38,22.47
956,49.12,22.51
957,49.17,21.22
958,50.49,18.29
959,49.09,18.40
960,54.19,21.40
961,50.33,16.23
962,49.23,14.12
963,53.32,20.18
964,54.04,20.33
965,54.16,22.38
966,53.33,14.43
967,51.53,15.31
968,53.41,14.32
969,54.29,15.41
970,52.35,18.28
971,54.44,17.17
972,51.25,16.36
973,54.03,23.30
974,51.43,20.52
975,52.46,22.52
976,53.22,23.50
977,49.30,15.25
978,52.52,16.38
979,50.58,16.08
980,51.09,20.53
981,52.11,20.41
982,54.07,15.41
983,54.44,20.42
984,50.30,22.42
985,49.17,15.36
986,51.39,17.48
987,52.27,15.28
988,52.17,23.46
989,49.19,22.48
990,51.06,19.42
991,54.37,21.17
992,51.14,22.09
993,51.29,22.20
994,53.04,21.57
995,51.48,19.38
996,49.39,22.45
997,53.43,18.16
998,50.01,17.58
999,50.27,15.50
